,carbon_source,flux_minimum,carbon_yield_minimum,mass_yield_minimum,flux_maximum,carbon_yield_maximum,mass_yield_maximum,EX_h2_e,EX_o2_e
323,EX_co2_e,,,,,,,-21.14386909624612,-33.41698425665632
324,EX_co2_e,,,,,,,-21.14386909624612,-31.659672740615303
325,EX_co2_e,,,,,,,-21.14386909624612,-29.902361224574282
326,EX_co2_e,,,,,,,-21.14386909624612,-28.14504970853326
327,EX_co2_e,,,,,,,-21.14386909624612,-26.387738192492243
328,EX_co2_e,,,,,,,-21.14386909624612,-24.630426676451222
329,EX_co2_e,,,,,,,-21.14386909624612,-22.8731151604102
330,EX_co2_e,,,,,,,-21.14386909624612,-21.11580364436918
331,EX_co2_e,,,,,,,-21.14386909624612,-19.35849212832816
332,EX_co2_e,,,,,,,-21.14386909624612,-17.601180612287138
333,EX_co2_e,,,,,,,-21.14386909624612,-15.843869096246117
334,EX_co2_e,,,,,,,-21.14386909624612,-14.086557580205099
335,EX_co2_e,,,,,,,-21.14386909624612,-12.329246064164078
336,EX_co2_e,0.0,,,0.020168910174171044,9.37413582635704,,-21.14386909624612,-10.571934548123057
337,EX_co2_e,0.0,9.383624731499189e-29,,0.04207486063568481,9.37413582635628,,-21.14386909624612,-8.814623032082036
338,EX_co2_e,,,,,,,-21.14386909624612,-7.057311516041015
339,EX_co2_e,,,,,,,-21.14386909624612,-5.299999999999999
340,EX_co2_e,,,,,,,-17.62924606416408,-38.688918804779384
341,EX_co2_e,,,,,,,-17.62924606416408,-36.93160728873836
342,EX_co2_e,,,,,,,-17.62924606416408,-35.17429577269734
343,EX_co2_e,,,,,,,-17.62924606416408,-33.41698425665632
344,EX_co2_e,,,,,,,-17.62924606416408,-31.659672740615303
345,EX_co2_e,,,,,,,-17.62924606416408,-29.902361224574282
346,EX_co2_e,,,,,,,-17.62924606416408,-28.14504970853326
347,EX_co2_e,,,,,,,-17.62924606416408,-26.387738192492243
348,EX_co2_e,,,,,,,-17.62924606416408,-24.630426676451222
349,EX_co2_e,,,,,,,-17.62924606416408,-22.8731151604102
350,EX_co2_e,,,,,,,-17.62924606416408,-21.11580364436918
351,EX_co2_e,,,,,,,-17.62924606416408,-19.35849212832816
352,EX_co2_e,,,,,,,-17.62924606416408,-17.601180612287138
353,EX_co2_e,,,,,,,-17.62924606416408,-15.843869096246117
354,EX_co2_e,,,,,,,-17.62924606416408,-14.086557580205099
355,EX_co2_e,,,,,,,-17.62924606416408,-12.329246064164078
356,EX_co2_e,,,,,,,-17.62924606416408,-10.571934548123057
357,EX_co2_e,0.0,,,0.015900725253234584,9.374135826356522,,-17.62924606416408,-8.814623032082036
358,EX_co2_e,0.0,0.0,,0.03478283649145154,9.374135826356989,,-17.62924606416408,-7.057311516041015
359,EX_co2_e,,,,,,,-17.62924606416408,-5.299999999999999
360,EX_co2_e,,,,,,,-14.114623032082037,-38.688918804779384
361,EX_co2_e,,,,,,,-14.114623032082037,-36.93160728873836
362,EX_co2_e,,,,,,,-14.114623032082037,-35.17429577269734
363,EX_co2_e,,,,,,,-14.114623032082037,-33.41698425665632
364,EX_co2_e,,,,,,,-14.114623032082037,-31.659672740615303
365,EX_co2_e,,,,,,,-14.114623032082037,-29.902361224574282
366,EX_co2_e,,,,,,,-14.114623032082037,-28.14504970853326
367,EX_co2_e,,,,,,,-14.114623032082037,-26.387738192492243
368,EX_co2_e,,,,,,,-14.114623032082037,-24.630426676451222
369,EX_co2_e,,,,,,,-14.114623032082037,-22.8731151604102
